Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
Texas,US,34.07783319,-100.2785062,3/30/20,0,0
Oklahoma,US,34.28845626,-98.37053567,3/30/20,1,0
Minnesota,US,44.00715262,-95.18138802,3/30/20,1,0
Alabama,US,31.2477854,-86.45050893,3/30/20,2,0
Mississippi,US,31.63225413,-89.55389939,3/30/20,1,0
Virginia,US,37.7824656,-79.98631446,3/30/20,0,0
Georgia,US,33.35334302,-84.76129976,3/30/20,28,2
Kansas,US,37.23781842,-96.83776647,3/30/20,0,0
Washington,US,46.19074721,-122.6782231,3/30/20,14,0
Oklahoma,US,36.76268118,-95.20916602,3/30/20,1,0
Virginia,US,37.48133648,-80.21072274,3/30/20,0,0
Arkansas,US,35.83018283,-90.63235729,3/30/20,6,0
Texas,US,31.43052248,-102.5143314,3/30/20,2,0
North Carolina,US,35.11833364,-77.08398081,3/30/20,5,0
Arkansas,US,35.58928601,-94.2446814,3/30/20,1,0
Georgia,US,32.71391813,-83.98061238,3/30/20,0,0
Illinois,US,39.0032229,-87.75954624,3/30/20,1,0
Indiana,US,38.28814402,-86.44518825,3/30/20,1,0
Iowa,US,42.03718237,-95.3819718,3/30/20,1,0
Kansas,US,37.50675523,-94.85245778,3/30/20,5,0
Michigan,US,44.68255561,-84.61006219,3/30/20,1,0
Missouri,US,37.97663738,-91.30528104,3/30/20,1,0
Ohio,US,40.85065156,-82.91989099,3/30/20,5,0
Pennsylvania,US,41.68447709,-80.10760592,3/30/20,4,0
Wisconsin,US,43.23870316,-90.93073686,3/30/20,0,0
Oklahoma,US,35.90230551,-96.37086028,3/30/20,18,1
Alabama,US,31.72941803,-86.31593104,3/30/20,1,0
Georgia,US,31.92289565,-83.76811843,3/30/20,6,0
Arkansas,US,35.21247318,-90.30839406,3/30/20,17,0
Kentucky,US,37.35839237,-88.0882609,3/30/20,0,0
Tennessee,US,35.81830662,-89.14916269,3/30/20,0,0
Texas,US,30.72367027,-101.4134238,3/30/20,0,0
Oregon,US,44.14230227,-120.356297,3/30/20,0,0
Wyoming,US,44.58855102,-104.5697705,3/30/20,0,0
Texas,US,33.61431553,-101.3000364,3/30/20,0,0
Arkansas,US,35.29631396,-90.77185818,3/30/20,1,0
Minnesota,US,46.48096553,-94.06755609,3/30/20,0,0
Colorado,US,38.32608609,-103.7844965,3/30/20,1,1
Texas,US,31.44506775,-104.5185739,3/30/20,0,0
Alabama,US,34.13020303,-86.86888037,3/30/20,8,0
Virginia,US,38.48199985,-77.9563087,3/30/20,3,0
Illinois,US,39.27432424,-88.2401158,3/30/20,1,0
Kentucky,US,36.78926125,-85.39050034,3/30/20,0,0
Maine,US,43.8370751,-70.37226999,3/30/20,154,3
New Jersey,US,39.37199394,-75.10712559,3/30/20,12,1
North Carolina,US,35.04762133,-78.82623165,3/30/20,15,0
Pennsylvania,US,40.1625372,-77.26130755,3/30/20,24,1
Tennessee,US,35.95271721,-84.99840585,3/30/20,9,0
Virginia,US,37.51328851,-78.24398086,3/30/20,0,0
Nebraska,US,41.91637624,-96.78730772,3/30/20,0,0
North Carolina,US,36.36123664,-75.95876401,3/30/20,1,0
New Mexico,US,34.57421077,-103.3468876,3/30/20,3,0
Oregon,US,42.45911325,-124.157282,3/30/20,0,0
Colorado,US,38.10883162,-105.3683478,3/30/20,0,0
Idaho,US,44.24186819,-114.2855494,3/30/20,1,0
Montana,US,46.25319932,-105.5737526,3/30/20,0,0
Nebraska,US,41.39374521,-99.72805369,3/30/20,0,0
Oklahoma,US,35.63853802,-99.00170785,3/30/20,4,0
South Dakota,US,43.67741105,-103.4534521,3/30/20,0,0
Ohio,US,41.424119,-81.65918339,3/30/20,493,4
Georgia,US,34.8549167,-85.50490424,3/30/20,0,0
Missouri,US,37.431814,-93.8503345,3/30/20,0,0
Utah,US,40.88798265,-109.5121093,3/30/20,0,0
Minnesota,US,44.67172617,-93.06299363,3/30/20,46,0
Nebraska,US,42.39040144,-96.56656425,3/30/20,0,0
Alabama,US,31.43037123,-85.61095742,3/30/20,0,0
Texas,US,36.27787176,-102.6020725,3/30/20,0,0
Alabama,US,32.32688101,-87.1086671,3/30/20,2,0
Arkansas,US,33.97042763,-92.65167437,3/30/20,0,0
Iowa,US,41.68560356,-94.04127625,3/30/20,21,0
Missouri,US,37.6811355,-93.02127031,3/30/20,0,0
Texas,US,32.76670599,-96.7779605,3/30/20,549,11
Wisconsin,US,43.06601594,-89.41733797,3/30/20,192,2
Montana,US,48.78420029,-105.5476343,3/30/20,0,0
Virginia,US,36.58022376,-79.40395668,3/30/20,4,0
North Carolina,US,35.66520691,-75.71767334,3/30/20,1,0
Ohio,US,40.13412966,-84.6194517,3/30/20,12,0
South Carolina,US,34.33358335,-79.96027485,3/30/20,11,0
Pennsylvania,US,40.41377078,-76.77993242,3/30/20,36,0
North Carolina,US,35.79115496,-80.21256572,3/30/20,17,0
Tennessee,US,36.17007426,-86.78646056,3/30/20,443,3
North Carolina,US,35.93099927,-80.54496571,3/30/20,6,0
Indiana,US,38.70186039,-87.07185406,3/30/20,0,0
Kentucky,US,37.73028906,-87.0901948,3/30/20,27,0
Missouri,US,39.96145298,-93.98519678,3/30/20,0,0
Iowa,US,40.74773536,-92.41005468,3/30/20,0,0
Utah,US,40.99001837,-112.1139997,3/30/20,77,1
South Dakota,US,43.67490933,-98.14458906,3/30/20,2,0
Nebraska,US,42.71985036,-103.1313774,3/30/20,0,0
Georgia,US,34.44244079,-84.16964071,3/30/20,5,0
Montana,US,47.26584855,-104.8944417,3/30/20,0,0
Nebraska,US,40.87028216,-99.8201461,3/30/20,1,0
Texas,US,32.74255572,-101.9477242,3/30/20,3,0
South Dakota,US,45.367281,-97.60737498,3/30/20,0,0
New Mexico,US,34.34274529,-104.4117842,3/30/20,0,0
Louisiana,US,32.05457447,-93.74130302,3/30/20,28,1
Illinois,US,40.17514519,-88.90959682,3/30/20,0,0
Alabama,US,34.45946862,-85.80782906,3/30/20,4,0
Georgia,US,33.76944049,-84.22396017,3/30/20,281,3
Illinois,US,41.89373302,-88.76958483,3/30/20,4,0
Indiana,US,41.39804622,-84.99906934,3/30/20,1,0
Missouri,US,39.89201062,-94.40476508,3/30/20,0,0
Tennessee,US,35.97616272,-85.83689361,3/30/20,3,0
Florida,US,27.18677893,-81.80941373,3/30/20,7,0
Mississippi,US,34.87625235,-89.99091418,3/30/20,71,1
Texas,US,29.08101855,-97.3568117,3/30/20,3,0
Texas,US,34.96522957,-102.6054267,3/30/20,2,0
Indiana,US,39.14647946,-84.97333539,3/30/20,10,1
Georgia,US,30.87967778,-84.57619536,3/30/20,5,0
Indiana,US,39.30712658,-85.50087166,3/30/20,42,0
Iowa,US,40.73742757,-93.78645949,3/30/20,0,0
Kansas,US,39.78468441,-100.4594081,3/30/20,0,0
Tennessee,US,35.60048904,-88.11043779,3/30/20,1,0
Montana,US,46.05953325,-113.073353,3/30/20,2,0
Ohio,US,41.32398837,-84.49076944,3/30/20,5,0
California,US,41.74228275,-123.8974063,3/30/20,0,0
Indiana,US,40.22787247,-85.39732772,3/30/20,15,1
Iowa,US,42.47104597,-91.3664492,3/30/20,0,0
New York,US,42.19837623,-74.96709306,3/30/20,11,0
Ohio,US,40.27942393,-83.00457058,3/30/20,38,1
Oklahoma,US,36.40823634,-94.80325046,3/30/20,7,0
Pennsylvania,US,39.91680171,-75.40243663,3/30/20,303,4
Colorado,US,38.86246243,-107.8631342,3/30/20,1,0
Michigan,US,45.9048491,-86.9080745,3/30/20,1,0
Texas,US,33.38570922,-95.66921122,3/30/20,0,0
Alaska,US,63.67264044,-150.0076108,3/30/20,0,0
Missouri,US,37.60663134,-91.50790473,3/30/20,0,0
Texas,US,33.20521901,-97.11691153,3/30/20,165,2
Colorado,US,39.76018276,-104.8725695,3/30/20,408,5
Iowa,US,40.92012606,-91.18326592,3/30/20,1,0
Oregon,US,43.91570171,-121.2289121,3/30/20,25,0
Arkansas,US,33.83011025,-91.25500948,3/30/20,2,0
Nebraska,US,41.11168186,-102.3333331,3/30/20,0,0
South Dakota,US,44.75994309,-96.66943645,3/30/20,1,0
Oklahoma,US,35.98772922,-99.00730714,3/30/20,0,0
South Dakota,US,45.15639647,-100.8709139,3/30/20,0,0
Texas,US,33.61616822,-100.7788855,3/30/20,0,0
Virginia,US,37.12560977,-82.35124171,3/30/20,0,0
North Dakota,US,46.11017712,-98.5049008,3/30/20,0,0
Iowa,US,43.37787725,-95.1510206,3/30/20,1,0
Kansas,US,38.86600962,-97.15532383,3/30/20,0,0
Michigan,US,46.00999672,-87.86961634,3/30/20,0,0
Tennessee,US,36.14669837,-87.35891709,3/30/20,11,0
Alaska,US,59.79603738,-158.2381942,3/30/20,0,0
South Carolina,US,34.39007791,-79.37741872,3/30/20,1,0
Texas,US,28.42270064,-99.75645095,3/30/20,0,0
Virginia,US,37.07544585,-77.63451754,3/30/20,0,0
District of Columbia,US,38.90417773,-77.01655992,3/30/20,401,9
North Dakota,US,48.8149387,-103.4873611,3/30/20,1,0
Florida,US,29.60631086,-83.15724673,3/30/20,0,0
Nebraska,US,42.49188363,-96.86782408,3/30/20,0,0
West Virginia,US,39.27057157,-80.70671527,3/30/20,0,0
Georgia,US,32.17265114,-83.16948926,3/30/20,1,0
Minnesota,US,44.02238415,-92.86244324,3/30/20,8,0
Nebraska,US,41.58071748,-96.65598179,3/30/20,3,0
Wisconsin,US,43.41576662,-88.70928178,3/30/20,8,0
Colorado,US,37.75208676,-108.5211585,3/30/20,0,0
New Mexico,US,32.35275771,-106.8329387,3/30/20,17,0
Kansas,US,39.79067154,-95.14056866,3/30/20,1,0
Texas,US,34.96517499,-100.8140093,3/30/20,0,0
Georgia,US,32.15630737,-83.79746561,3/30/20,1,0
Wisconsin,US,44.95856458,-87.30002707,3/30/20,0,0
Maryland,US,38.45413522,-76.02752426,3/30/20,0,0
South Carolina,US,33.0794369,-80.40502652,3/30/20,12,0
Georgia,US,31.53328528,-84.21722377,3/30/20,267,17
Colorado,US,39.33133796,-104.930001,3/30/20,102,0
Georgia,US,33.70291126,-84.77026156,3/30/20,39,1
Illinois,US,39.76768052,-88.21854195,3/30/20,1,0
Kansas,US,38.88503636,-95.2925121,3/30/20,23,0
Minnesota,US,45.93348491,-95.45335469,3/30/20,1,0
Missouri,US,36.9325593,-92.49905109,3/30/20,0,0
Nebraska,US,41.29518299,-96.15085305,3/30/20,75,1
Nevada,US,38.912862,-119.6171333,3/30/20,5,0
Oregon,US,43.27941273,-123.167291,3/30/20,8,0
South Dakota,US,43.38520741,-98.36978007,3/30/20,0,0
Washington,US,47.7361335,-119.692937,3/30/20,5,0
Wisconsin,US,46.43222285,-91.91595768,3/30/20,6,0
New Mexico,US,32.35275771,-106.8329387,3/30/20,0,0
Arkansas,US,33.59035001,-91.71777921,3/30/20,1,0
Illinois,US,41.85116968,-88.08642662,3/30/20,320,8
Indiana,US,38.36597551,-86.8792417,3/30/20,2,0
Iowa,US,42.46815349,-90.88181925,3/30/20,21,1
Utah,US,40.29772254,-110.425237,3/30/20,0,0
Massachusetts,US,41.40674725,-70.68763497,3/30/20,0,0
Massachusetts,US,41.40674725,-70.68763497,3/30/20,8,0
Nebraska,US,40.17638677,-101.6876522,3/30/20,0,0
Missouri,US,36.27167174,-90.09122243,3/30/20,6,0
North Dakota,US,47.35423935,-102.6160468,3/30/20,1,0
Wisconsin,US,44.94562799,-91.8962481,3/30/20,3,0
North Carolina,US,34.93449805,-77.93140529,3/30/20,1,0
North Carolina,US,36.03638492,-78.87608331,3/30/20,107,0
New York,US,41.7648606,-73.74356679,3/30/20,392,2
Florida,US,30.33225875,-81.66976468,3/30/20,158,3
Texas,US,27.68184592,-98.50864568,3/30/20,0,0
Tennessee,US,36.05931946,-89.41542855,3/30/20,3,0
Colorado,US,39.62754308,-106.6933637,3/30/20,187,2
Georgia,US,31.32155345,-84.90255207,3/30/20,16,1
Louisiana,US,30.53842039,-91.09777565,3/30/20,188,9
Louisiana,US,32.73926954,-91.23425694,3/30/20,1,0
Louisiana,US,30.84425359,-91.04976723,3/30/20,8,0
Texas,US,32.32743996,-98.83243566,3/30/20,4,0
Michigan,US,42.59599185,-84.83740035,3/30/20,15,0
Wisconsin,US,44.726614,-91.28609183,3/30/20,10,0
Georgia,US,30.71101099,-82.89687287,3/30/20,0,0
Texas,US,31.86898877,-102.5429428,3/30/20,7,0
New Mexico,US,32.47167456,-104.3053527,3/30/20,4,1
North Dakota,US,47.71701474,-98.90432337,3/30/20,0,0
Illinois,US,39.6809186,-87.74759563,3/30/20,0,0
North Carolina,US,35.91230639,-77.59436892,3/30/20,1,0
South Carolina,US,33.77221995,-81.96231108,3/30/20,2,0
Kentucky,US,37.21218923,-86.23955613,3/30/20,0,0
South Dakota,US,45.41846445,-99.21545423,3/30/20,0,0
Illinois,US,38.41353228,-88.05720863,3/30/20,0,0
Kansas,US,37.88735543,-99.31263309,3/30/20,0,0
Texas,US,29.98202582,-100.304252,3/30/20,0,0
Georgia,US,32.36616021,-81.34280942,3/30/20,4,0
Illinois,US,39.05935711,-88.58969584,3/30/20,0,0
California,US,38.77965956,-120.5233166,3/30/20,12,0
Colorado,US,38.83240149,-104.5251411,3/30/20,214,11
Texas,US,31.76980765,-106.2363275,3/30/20,40,0
Colorado,US,39.28656773,-104.1358721,3/30/20,3,0
Georgia,US,34.11302332,-82.83936148,3/30/20,0,0
Kansas,US,37.45338105,-96.24369667,3/30/20,0,0
Pennsylvania,US,41.42822061,-78.64524744,3/30/20,0,0
Indiana,US,41.59761169,-85.85875695,3/30/20,12,0
Nevada,US,41.14531606,-115.3577619,3/30/20,3,0
Kentucky,US,38.11624059,-83.09771563,3/30/20,0,0
Kansas,US,38.91458712,-99.31751551,3/30/20,0,0
Oklahoma,US,36.2180194,-99.75324573,3/30/20,0,0
Texas,US,32.34894117,-96.79371841,3/30/20,15,0
Kansas,US,38.69677695,-98.20462799,3/30/20,0,0
Alabama,US,32.59785413,-86.14415284,3/30/20,13,0
Idaho,US,43.3507101,-115.4701578,3/30/20,0,0
Georgia,US,32.59221302,-82.30239915,3/30/20,0,0
Utah,US,38.99617072,-110.7013958,3/30/20,0,0
Iowa,US,43.37782951,-94.67858943,3/30/20,0,0
Michigan,US,45.52625509,-84.89083249,3/30/20,4,0
North Dakota,US,46.28398398,-100.2389766,3/30/20,0,0
Virginia,US,36.69455571,-77.53406129,3/30/20,0,0
Texas,US,32.23602653,-98.21773417,3/30/20,3,0
New York,US,42.76249024,-78.73063652,3/30/20,443,7
Ohio,US,41.36796058,-82.62904521,3/30/20,5,1
Pennsylvania,US,41.99253829,-80.03301954,3/30/20,13,0
Alabama,US,31.1256789,-87.15918694,3/30/20,1,0
Florida,US,30.67652764,-87.37284571,3/30/20,42,0
Nevada,US,37.78436681,-117.6319999,3/30/20,0,0
Massachusetts,US,42.6687626,-70.94687179,3/30/20,653,6
New Jersey,US,40.78681335,-74.24657979,3/30/20,1564,13
New York,US,44.11630765,-73.77297842,3/30/20,5,0
Vermont,US,44.72736416,-71.73579864,3/30/20,0,0
Virginia,US,37.93357639,-76.94230311,3/30/20,0,0
Kentucky,US,37.69241417,-83.95956369,3/30/20,0,0
Alabama,US,34.04567266,-86.04051873,3/30/20,6,0
Nevada,US,39.98100864,-116.2683204,3/30/20,0,0
Louisiana,US,30.72985248,-92.39915924,3/30/20,8,0
Georgia,US,32.15328841,-81.8870105,3/30/20,0,0
Alaska,US,64.80726247,-146.5692662,3/30/20,28,0
Virginia,US,38.83677558,-77.27565836,3/30/20,224,2
Virginia,US,38.85157547,-77.2977964,3/30/20,1,0
Connecticut,US,41.26809896,-73.3881171,3/30/20,1445,21
Ohio,US,39.75107189,-82.63088163,3/30/20,13,0
South Carolina,US,34.39287073,-81.1195624,3/30/20,5,0
South Dakota,US,43.23929297,-103.5275691,3/30/20,1,0
Montana,US,46.33478338,-104.4183565,3/30/20,0,0
Texas,US,31.25350609,-96.93630086,3/30/20,1,0
Virginia,US,38.88485255,-77.17560759,3/30/20,0,0
Georgia,US,34.86430205,-84.316964,3/30/20,3,0
Texas,US,33.59564294,-96.10751083,3/30/20,1,0
Minnesota,US,43.67381499,-93.94787458,3/30/20,1,0
South Dakota,US,45.07082625,-99.14535601,3/30/20,1,0
Arkansas,US,35.14719007,-92.33717519,3/30/20,30,1
Virginia,US,38.73564842,-77.80647472,3/30/20,6,0
Alabama,US,33.72076938,-87.73886638,3/30/20,1,0
Georgia,US,33.41357794,-84.49089434,3/30/20,32,3
Illinois,US,39.00072038,-89.02452658,3/30/20,1,0
Indiana,US,39.63684962,-85.17797541,3/30/20,8,1
Iowa,US,42.86271799,-91.8441231,3/30/20,2,0
Kentucky,US,38.0368225,-84.45576892,3/30/20,82,2
Ohio,US,39.56021306,-83.4562016,3/30/20,1,0
Pennsylvania,US,39.92041012,-79.64291195,3/30/20,11,0
Tennessee,US,35.19615831,-89.41399032,3/30/20,10,0
Texas,US,29.87788372,-96.92076062,3/30/20,1,0
West Virginia,US,38.02974928,-81.08286634,3/30/20,0,0
Tennessee,US,36.38128818,-84.92870012,3/30/20,0,0
Montana,US,47.26331584,-109.2245206,3/30/20,0,0
Washington,US,48.4711431,-118.5154041,3/30/20,1,0
Minnesota,US,43.67394126,-92.08980382,3/30/20,7,0
Nebraska,US,40.52458567,-97.59646937,3/30/20,0,0
Kansas,US,38.04340344,-100.7381938,3/30/20,1,0
Texas,US,32.74281316,-100.4019302,3/30/20,0,0
Florida,US,29.45933576,-81.31508595,3/30/20,13,0
Montana,US,48.29575866,-114.0520569,3/30/20,9,0
Kentucky,US,38.36758311,-83.69657514,3/30/20,0,0
South Carolina,US,34.02361754,-79.70189312,3/30/20,15,3
Wisconsin,US,45.84963535,-88.39804137,3/30/20,0,0
Georgia,US,34.26268279,-85.21577392,3/30/20,28,2
Indiana,US,38.32117957,-85.90385377,3/30/20,20,0
Iowa,US,43.0600053,-92.78940097,3/30/20,0,0
Kentucky,US,37.56213922,-82.74750924,3/30/20,1,0
Texas,US,34.07227468,-101.3031546,3/30/20,0,0
Virginia,US,36.9302126,-80.36738849,3/30/20,0,0
Virginia,US,37.84157909,-78.27715475,3/30/20,3,0
Texas,US,33.97308618,-99.7767797,3/30/20,0,0
Wisconsin,US,43.75354908,-88.48885325,3/30/20,21,2
Illinois,US,40.59706922,-88.22350769,3/30/20,0,0
Kansas,US,37.69200114,-99.88825298,3/30/20,1,0
Pennsylvania,US,41.51095103,-79.23229292,3/30/20,0,0
Wisconsin,US,45.66678019,-88.77084892,3/30/20,0,0
Mississippi,US,31.18961454,-89.25832496,3/30/20,19,0
Georgia,US,34.22604035,-84.1231513,3/30/20,33,1
North Carolina,US,36.12859861,-80.25459052,3/30/20,40,0
Texas,US,29.52704478,-95.77219463,3/30/20,119,1
North Dakota,US,47.4571084,-98.88279923,3/30/20,1,0
Indiana,US,40.12361933,-87.24217689,3/30/20,1,0
Alabama,US,34.44235334,-87.84289505,3/30/20,3,0
Arkansas,US,35.51202821,-93.89299569,3/30/20,0,0
Florida,US,29.83791238,-84.82731662,3/30/20,0,0
Georgia,US,34.37525597,-83.23159927,3/30/20,3,0
Idaho,US,42.18332217,-111.8149666,3/30/20,0,0
Illinois,US,37.99189086,-88.92567818,3/30/20,1,0
Indiana,US,39.4142482,-85.06062647,3/30/20,28,4
Iowa,US,42.73270384,-93.26256925,3/30/20,0,0
Kansas,US,38.56443815,-95.28644341,3/30/20,6,0
Kentucky,US,38.2379395,-84.87962551,3/30/20,6,0
Louisiana,US,32.13675181,-91.67589857,3/30/20,5,0
Maine,US,44.97330019,-70.44381045,3/30/20,2,0
Massachusetts,US,42.58119713,-72.58602547,3/30/20,49,2
Mississippi,US,31.47786634,-90.89672989,3/30/20,3,0
Missouri,US,38.41127108,-91.07522826,3/30/20,7,0
Nebraska,US,40.17636348,-98.95299073,3/30/20,0,0
New York,US,44.59040891,-74.29926032,3/30/20,6,0
North Carolina,US,36.081519,-78.28708884,3/30/20,5,0
Ohio,US,39.96995815,-83.01115755,3/30/20,281,2
Pennsylvania,US,39.92956518,-77.72157791,3/30/20,12,0
Tennessee,US,35.15634626,-86.09201039,3/30/20,6,0
Texas,US,33.17653242,-95.21917243,3/30/20,1,0
Vermont,US,44.85627605,-72.91249563,3/30/20,9,0
Virginia,US,36.99536167,-79.88023649,3/30/20,5,0
Washington,US,46.53351425,-118.9018212,3/30/20,37,0
Virginia,US,36.6831435,-76.93859681,3/30/20,0,0
Maryland,US,39.47296601,-77.39999394,3/30/20,26,0
Virginia,US,39.20172582,-78.25974949,3/30/20,10,0
Virginia,US,38.2977863,-77.4922454,3/30/20,1,0
Minnesota,US,43.67385583,-93.34884422,3/30/20,0,0
Texas,US,31.70422788,-96.15072516,3/30/20,0,0
Colorado,US,38.47362326,-105.4399667,3/30/20,1,0
Idaho,US,44.22800938,-111.4809943,3/30/20,1,0
Iowa,US,40.7454272,-95.60129045,3/30/20,0,0
Wyoming,US,43.04183996,-108.6296893,3/30/20,24,0
California,US,36.75733899,-119.6466953,3/30/20,43,0
Texas,US,28.86751206,-99.10804207,3/30/20,0,0
Nebraska,US,40.52993007,-100.3924658,3/30/20,0,0
Arkansas,US,36.38177105,-91.81729127,3/30/20,0,0
Georgia,US,33.79216944,-84.46319413,3/30/20,463,14
Illinois,US,40.47289135,-90.20862357,3/30/20,0,0
Indiana,US,41.0469907,-86.26252745,3/30/20,1,0
Kentucky,US,36.55238827,-89.20140068,3/30/20,0,0
New York,US,43.11363907,-74.41798804,3/30/20,1,0
Ohio,US,41.60213491,-84.12571393,3/30/20,2,0
Pennsylvania,US,39.92913544,-78.11163677,3/30/20,0,0
Nebraska,US,40.17642064,-99.91247454,3/30/20,0,0
Florida,US,30.57796289,-84.61915825,3/30/20,1,0
Nebraska,US,40.26186809,-96.68946704,3/30/20,0,0
Texas,US,32.74055318,-102.6353295,3/30/20,1,0
Virginia,US,36.66601852,-80.91703124,3/30/20,1,0
Illinois,US,37.76430935,-88.22953869,3/30/20,0,0
Kentucky,US,38.75398691,-84.8558382,3/30/20,0,0
Montana,US,45.54486106,-111.1692571,3/30/20,67,0
Ohio,US,38.82708533,-82.31647569,3/30/20,1,1
Texas,US,29.40167322,-94.90469073,3/30/20,70,0
Nebraska,US,41.61703149,-102.3313973,3/30/20,0,0
Colorado,US,39.59921777,-107.902708,3/30/20,25,0
Montana,US,47.27545948,-107.0002351,3/30/20,0,0
Nebraska,US,41.91428955,-98.99111827,3/30/20,0,0
Oklahoma,US,36.3791334,-97.78265517,3/30/20,2,0
Utah,US,37.85447192,-111.4418764,3/30/20,0,0
Washington,US,46.43197502,-117.5454032,3/30/20,0,0
Arkansas,US,34.57692074,-93.14921604,3/30/20,26,0
Kentucky,US,37.6388668,-84.53289319,3/30/20,0,0
Maryland,US,39.52786077,-79.27355126,3/30/20,3,0
Oklahoma,US,34.70418038,-97.30811132,3/30/20,6,0
Texas,US,33.17969345,-101.2984114,3/30/20,0,0
Missouri,US,38.43947277,-91.50847147,3/30/20,0,0
North Carolina,US,35.29373559,-81.17477045,3/30/20,25,0
North Carolina,US,36.44667547,-76.69749701,3/30/20,0,0
Kansas,US,38.99871131,-96.7577178,3/30/20,0,0
Ohio,US,41.49952319,-81.17935342,3/30/20,22,0
Idaho,US,44.06482372,-116.398376,3/30/20,3,0
Michigan,US,43.02244215,-83.70589709,3/30/20,150,7
New York,US,43.0022601,-78.19135193,3/30/20,9,0
Alabama,US,31.09389027,-85.83572839,3/30/20,0,0
Missouri,US,40.21097916,-94.40944419,3/30/20,0,0
Mississippi,US,30.86259065,-88.64436789,3/30/20,3,0
South Carolina,US,33.43443342,-79.33202141,3/30/20,11,0
Indiana,US,38.30393723,-87.58054938,3/30/20,4,0
Tennessee,US,35.99438059,-88.93358327,3/30/20,3,0
Arizona,US,33.80190085,-110.8132779,3/30/20,1,0
Florida,US,29.72856978,-82.79880657,3/30/20,0,0
Tennessee,US,35.20222469,-87.03992678,3/30/20,1,0
Virginia,US,37.31234791,-80.70636931,3/30/20,0,0
Texas,US,30.31824095,-98.94676915,3/30/20,0,0
Oregon,US,45.37160076,-120.2048869,3/30/20,0,0
Georgia,US,34.69316688,-84.45802506,3/30/20,1,0
West Virginia,US,38.9251277,-80.85952723,3/30/20,0,0
Colorado,US,39.85646523,-105.5252597,3/30/20,0,0
Montana,US,48.70513576,-112.9934235,3/30/20,0,0
Florida,US,26.95635849,-81.18996211,3/30/20,3,0
Michigan,US,43.98901072,-84.38774817,3/30/20,2,0
Georgia,US,33.22879932,-82.61297636,3/30/20,0,0
Texas,US,31.86942909,-101.5207776,3/30/20,0,0
California,US,39.59875897,-122.3938452,3/30/20,1,0
New Jersey,US,39.71581067,-75.13995546,3/30/20,89,1
Virginia,US,37.40809042,-76.53524337,3/30/20,7,0
Georgia,US,31.23279254,-81.53811412,3/30/20,10,0
Michigan,US,46.40862701,-89.69377193,3/30/20,1,1
Montana,US,46.3816474,-109.1768522,3/30/20,0,0
North Dakota,US,46.94022281,-103.8465421,3/30/20,0,0
Texas,US,28.65696592,-97.42760647,3/30/20,0,0
Texas,US,29.45634206,-97.49424032,3/30/20,0,0
Virginia,US,37.71714806,-77.90381514,3/30/20,6,0
Minnesota,US,44.40849741,-92.7234195,3/30/20,3,0
Idaho,US,42.96927962,-114.8108306,3/30/20,0,0
Georgia,US,34.50487351,-84.87296253,3/30/20,15,1
Wyoming,US,42.08798185,-104.3534743,3/30/20,1,0
Nebraska,US,40.51481965,-99.83020279,3/30/20,1,0
Kansas,US,38.91588178,-100.4829321,3/30/20,1,0
Georgia,US,30.87454847,-84.23418364,3/30/20,0,0
Oklahoma,US,35.0167709,-97.88339847,3/30/20,3,0
New Hampshire,US,43.93779815,-71.82057197,3/30/20,29,0
Arizona,US,32.93166885,-109.8882178,3/30/20,2,0
Kansas,US,39.34987223,-99.88332493,3/30/20,0,0
North Carolina,US,35.3506925,-83.83369267,3/30/20,0,0
Tennessee,US,36.27469206,-83.51254721,3/30/20,0,0
Colorado,US,40.10603347,-106.1178042,3/30/20,2,0
Utah,US,38.98103848,-109.5704487,3/30/20,0,0
North Dakota,US,47.92093639,-97.45450447,3/30/20,2,0
Vermont,US,44.7975824,-73.29679772,3/30/20,0,0
Michigan,US,44.69565625,-85.55585247,3/30/20,7,0
Montana,US,46.4060522,-113.4414186,3/30/20,0,0
Arkansas,US,34.29017991,-92.42320562,3/30/20,3,0
Indiana,US,40.51587228,-85.65468702,3/30/20,7,0
Kansas,US,37.56227336,-101.3079758,3/30/20,0,0
Kentucky,US,38.64962758,-84.62415957,3/30/20,1,0
Louisiana,US,31.59882456,-92.56124347,3/30/20,2,0
Minnesota,US,45.93424769,-96.01139609,3/30/20,0,0
Nebraska,US,41.91528587,-101.740701,3/30/20,0,0
New Mexico,US,32.73911281,-108.3827845,3/30/20,0,0
North Dakota,US,46.35821257,-101.6390013,3/30/20,0,0
Oklahoma,US,36.796297,-97.78638765,3/30/20,0,0
Oregon,US,44.49024544,-119.0068631,3/30/20,1,0
South Dakota,US,45.1723937,-96.77002276,3/30/20,0,0
Washington,US,47.20753737,-119.4500749,3/30/20,59,1
West Virginia,US,39.10314817,-79.19440518,3/30/20,0,0
Wisconsin,US,42.8671731,-90.7063218,3/30/20,1,0
North Carolina,US,36.30337451,-78.65184241,3/30/20,6,0
Michigan,US,43.29265605,-84.60505416,3/30/20,3,0
Kentucky,US,36.72292505,-88.65143315,3/30/20,0,0
Kansas,US,37.73836671,-100.4369088,3/30/20,0,0
Texas,US,35.40081878,-100.8129222,3/30/20,0,0
Washington,US,47.14003705,-123.7820567,3/30/20,1,0
Kentucky,US,37.46231118,-86.34248968,3/30/20,2,0
Texas,US,33.62744998,-96.67753461,3/30/20,7,0
